Artículo,,,Nombre artículo,Serie,Documento,Fecha,Agrup.,Nº agrup.,Uni.agr.,,Unid.,Precio,Dto1,,Importe,,,,,Factura
,,,00011 - CONTADO ZOCODOVER,,,,,,,,,,,,,,,,,
MCN051,,,UD. PIRULETA LIMON,11,   909179T,04/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251204
,,,Total albarán 11909179T,,,,,,,,1,,,,"2,2",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909181T,04/12/2025,,,,,"0,04","19,8",,,"0,79",,,,,T251204
,,,Total albarán 11909181T,,,,,,,,"0,04",,,,"0,79",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909202T,04/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251204
,,,Total albarán 11909202T,,,,,,,,1,,,,"1,1",,,,,
,04/03/2026 20:10:36,,,,,,,,,,,,,,,,,Página: 9,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909205T,04/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251204
,,,Total albarán 11909205T,,,,,,,,"0,5",,,,"9,9",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   909206T,04/12/2025,,,,,1,1,,,1,,,,,T251204
MCK008R,,,UD. SMINT BUBLLE FRESH,11,   909206T,04/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251204
,,,Total albarán 11909206T,,,,,,,,2,,,,"3,2",,,,,
MCJ003F,,,UD. BOLSA CARAMELO MIEL - EUCALIPTO 175 GR.,11,   909216T,04/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251204
,,,Total albarán 11909216T,,,,,,,,1,,,,"3,3",,,,,
MCG001H,,,UD. HUEVO BARBIE,11,   909265T,04/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251204
,,,Total albarán 11909265T,,,,,,,,1,,,,"1,5",,,,,
MCF050A,,,UD. CHOCOLATE 50 % CACAO AMATLLER 18 GR,11,   909266T,04/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251204
,,,Total albarán 11909266T,,,,,,,,1,,,,"1,1",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909288T,04/12/2025,,,,,"0,155","51,7",,,"8,01",,,,,T251204
,,,Total albarán 11909288T,,,,,,,,"0,155",,,,"8,01",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909295T,04/12/2025,,,,,"0,015","51,7",,,"0,78",,,,,T251204
,,,Total albarán 11909295T,,,,,,,,"0,015",,,,"0,78",,,,,
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   909301T,04/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251204
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   909301T,04/12/2025,,,,,1,11,,,11,,,,,T251204
MFA001,,,KG. FRUTA ESCARCHADA,11,   909301T,04/12/2025,,,,,"0,35","29,7",,,"10,4",,,,,T251204
,,,Total albarán 11909301T,,,,,,,,"2,35",,,,"27,45",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   909348T,05/12/2025,,,,,1,10,,,10,,,,,T251205
MBB001,,,KG. BOMBONES SURTIDOS,11,   909348T,05/12/2025,,,,,1,12,,,12,,,,,T251205
,,,Total albarán 11909348T,,,,,,,,2,,,,22,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909349T,05/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251205
,,,Total albarán 11909349T,,,,,,,,1,,,,"1,1",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   909350T,05/12/2025,,,,,"0,06","29,7",,,"1,78",,,,,T251205
,,,Total albarán 11909350T,,,,,,,,"0,06",,,,"1,78",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909358T,05/12/2025,,,,,"0,54","51,7",,,"27,92",,,,,T251205
,,,Total albarán 11909358T,,,,,,,,"0,54",,,,"27,92",,,,,
MCG006,,,UD. SOMBRILLA DE CHOCOLATE 35 GMS.,11,   909376T,05/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251205
,,,Total albarán 11909376T,,,,,,,,1,,,,"2,2",,,,,
,04/03/2026 20:10:36,,,,,,,,,,,,,,,,,Página: 10,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909379T,05/12/2025,,,,,"0,215","19,8",,,"4,26",,,,,T251205
,,,Total albarán 11909379T,,,,,,,,"0,215",,,,"4,26",,,,,
MCO004O,,,UD. TRIDENT MENTA SIN AZUCAR,11,   909386T,05/12/2025,,,,,1,"1,65",,,"1,65",,,,,T251205
,,,Total albarán 11909386T,,,,,,,,1,,,,"1,65",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   909417T,05/12/2025,,,,,1,"0,3",,,"0,3",,,,,T251205
MCN011,,,UD. MELODY POPS,11,   909417T,05/12/2025,,,,,1,"0,66",,,"0,66",,,,,T251205
,,,Total albarán 11909417T,,,,,,,,2,,,,"0,96",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   909425T,05/12/2025,,,,,1,11,,,11,,,,,T251205
,,,Total albarán 11909425T,,,,,,,,1,,,,11,,,,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   909448T,05/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251205
,,,Total albarán 11909448T,,,,,,,,1,,,,"9,9",,,,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   909449T,05/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251205
,,,Total albarán 11909449T,,,,,,,,1,,,,"9,9",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   909468T,05/12/2025,,,,,"0,025","34,1",,,"0,85",,,,,T251205
,,,Total albarán 11909468T,,,,,,,,"0,025",,,,"0,85",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909470T,05/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251205
,,,Total albarán 11909470T,,,,,,,,1,,,,"1,75",,,,,
MFA004,,,KG. MARRON GLACE,11,   909475T,05/12/2025,,,,,"0,355","61,6",,,"21,87",,,,,T251205
,,,Total albarán 11909475T,,,,,,,,"0,355",,,,"21,87",,,,,
MVA001,,,UD. VELA NUMERO,11,   909478T,05/12/2025,,,,,2,"0,99",,,"1,98",,,,,T251205
,,,Total albarán 11909478T,,,,,,,,2,,,,"1,98",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909485T,05/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251205
,,,Total albarán 11909485T,,,,,,,,1,,,,"1,75",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   909490T,05/12/2025,,,,,1,"0,9",,,"0,9",,,,,T251205
,,,Total albarán 11909490T,,,,,,,,1,,,,"0,9",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   909492T,05/12/2025,,,,,"0,04","41,8",,,"1,67",,,,,T251205
,,,Total albarán 11909492T,,,,,,,,"0,04",,,,"1,67",,,,,
MCJ003D,,,UD. BOLSA CARAMELO NARANJA 175 GR.,11,   909505T,05/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251205
,,,Total albarán 11909505T,,,,,,,,1,,,,"3,3",,,,,
MCJ003D,,,UD. BOLSA CARAMELO NARANJA 175 GR.,11,   909510T,05/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251205
,04/03/2026 20:10:36,,,,,,,,,,,,,,,,,Página: 11,,
,,,Total albarán 11909510T,,,,,,,,1,,,,"3,3",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909516T,05/12/2025,,,,,"0,2","51,7",,,"10,34",,,,,T251205
,,,Total albarán 11909516T,,,,,,,,"0,2",,,,"10,34",,,,,
MCN011,,,UD. MELODY POPS,11,   909524T,05/12/2025,,,,,1,"0,66",,,"0,66",,,,,T251205
,,,Total albarán 11909524T,,,,,,,,1,,,,"0,66",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909558T,05/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251205
,,,Total albarán 11909558T,,,,,,,,1,,,,"1,75",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909568T,05/12/2025,,,,,"0,38","19,8",,,"7,52",,,,,T251205
,,,Total albarán 11909568T,,,,,,,,"0,38",,,,"7,52",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909576T,05/12/2025,,,,,"0,48",55,,,"26,4",,,,,T251205
MFA002,,,KG. FRUTAS DE ARAGON,11,   909576T,05/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251205
,,,Total albarán 11909576T,,,,,,,,"0,73",,,,"34,65",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909610T,05/12/2025,,,,,2,"1,75",,,"3,5",,,,,T251205
,,,Total albarán 11909610T,,,,,,,,2,,,,"3,5",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909613T,05/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251205
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909613T,05/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251205
,,,Total albarán 11909613T,,,,,,,,2,,,,"2,85",,,,,
MCK008R,,,UD. SMINT BUBLLE FRESH,11,   909619T,05/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251205
,,,Total albarán 11909619T,,,,,,,,1,,,,"2,2",,,,,
MCG007C,,,UD. MEDALLON SANTO TOME 60 GR.,11,   909623T,05/12/2025,,,,,1,"2,75",,,"2,75",,,,,T251205
MBB003,,,KG. LENGUAS DE GATO,11,   909623T,05/12/2025,,,,,"0,23","34,1",,,"7,84",,,,,T251205
,,,Total albarán 11909623T,,,,,,,,"1,23",,,,"10,59",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909626T,05/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251205
,,,Total albarán 11909626T,,,,,,,,1,,,,"1,75",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909643T,06/12/2025,,,,,3,"1,1",,,"3,3",,,,,T251206
,,,Total albarán 11909643T,,,,,,,,3,,,,"3,3",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   909649T,06/12/2025,,,,,"0,12",33,,,"3,96",,,,,T251206
,,,Total albarán 11909649T,,,,,,,,"0,12",,,,"3,96",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909675T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,,,Total albarán 11909675T,,,,,,,,2,,,,"2,2",,,,,
,04/03/2026 20:10:36,,,,,,,,,,,,,,,,,Página: 12,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909681T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909681T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909698T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909698T,,,,,,,,1,,,,"1,1",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   909703T,06/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251206
,,,Total albarán 11909703T,,,,,,,,"0,25",,,,"8,25",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   909705T,06/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251206
,,,Total albarán 11909705T,,,,,,,,"0,07",,,,"2,93",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909708T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,,,Total albarán 11909708T,,,,,,,,2,,,,"2,2",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909710T,06/12/2025,,,,,"0,04",55,,,"2,2",,,,,T251206
,,,Total albarán 11909710T,,,,,,,,"0,04",,,,"2,2",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909716T,06/12/2025,,,,,"0,5",55,,,"27,5",,,,,T251206
,,,Total albarán 11909716T,,,,,,,,"0,5",,,,"27,5",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   909742T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,,,Total albarán 11909742T,,,,,,,,2,,,,"2,2",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   909746T,06/12/2025,,,,,"0,1","34,1",,,"3,41",,,,,T251206
,,,Total albarán 11909746T,,,,,,,,"0,1",,,,"3,41",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909753T,06/12/2025,,,,,"0,085",55,,,"4,68",,,,,T251206
,,,Total albarán 11909753T,,,,,,,,"0,085",,,,"4,68",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909763T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,,,Total albarán 11909763T,,,,,,,,2,,,,"2,2",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   909768T,06/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251206
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   909768T,06/12/2025,,,,,2,1,,,2,,,,,T251206
,,,Total albarán 11909768T,,,,,,,,"2,25",,,,"10,25",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909771T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909771T,,,,,,,,1,,,,"1,1",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909773T,06/12/2025,,,,,"0,245",55,,,"13,48",,,,,T251206
,,,Total albarán 11909773T,,,,,,,,"0,245",,,,"13,48",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   909788T,06/12/2025,,,,,"0,155",55,,,"8,53",,,,,T251206
,,,Total albarán 11909788T,,,,,,,,"0,155",,,,"8,53",,,,,
,04/03/2026 20:10:37,,,,,,,,,,,,,,,,,Página: 13,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909798T,06/12/2025,,,,,"0,07","19,8",,,"1,39",,,,,T251206
,,,Total albarán 11909798T,,,,,,,,"0,07",,,,"1,39",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909800T,06/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251206
,,,Total albarán 11909800T,,,,,,,,1,,,,"1,75",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   909809T,06/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251206
,,,Total albarán 11909809T,,,,,,,,1,,,,"1,75",,,,,
MCF016O,,,UD. CHOC. CREMA LECHE CACHET 100 GR.,11,   909816T,06/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251206
,,,Total albarán 11909816T,,,,,,,,1,,,,"3,3",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   909820T,06/12/2025,,,,,"0,135","29,7",,,"4,01",,,,,T251206
MTU010,,,KG. ALMENDRAS RELLENAS,11,   909820T,06/12/2025,,,,,"0,165","41,8",,,"6,9",,,,,T251206
,,,Total albarán 11909820T,,,,,,,,"0,3",,,,"10,91",,,,,
MTU011,,,KG. PASTELES YEMA,11,   909832T,06/12/2025,,,,,"0,8","38,5",,,"30,8",,,,,T251206
,,,Total albarán 11909832T,,,,,,,,"0,8",,,,"30,8",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909834T,06/12/2025,,,,,"0,205","51,7",,,"10,6",,,,,T251206
,,,Total albarán 11909834T,,,,,,,,"0,205",,,,"10,6",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909849T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909849T,,,,,,,,1,,,,"1,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909858T,06/12/2025,,,,,"0,15","19,8",,,"2,97",,,,,T251206
,,,Total albarán 11909858T,,,,,,,,"0,15",,,,"2,97",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909865T,06/12/2025,,,,,"0,26","51,7",,,"13,44",,,,,T251206
,,,Total albarán 11909865T,,,,,,,,"0,26",,,,"13,44",,,,,
MVH014,,,UD. BOTELLA NESTEA,11,   909870T,06/12/2025,,,,,1,2,,,2,,,,,T251206
,,,Total albarán 11909870T,,,,,,,,1,,,,2,,,,,
MCO004O,,,UD. TRIDENT MENTA SIN AZUCAR,11,   909875T,06/12/2025,,,,,2,"1,65",,,"3,3",,,,,T251206
,,,Total albarán 11909875T,,,,,,,,2,,,,"3,3",,,,,
MTU011,,,KG. PASTELES YEMA,11,   909890T,06/12/2025,,,,,"0,2","38,5",,,"7,7",,,,,T251206
,,,Total albarán 11909890T,,,,,,,,"0,2",,,,"7,7",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909894T,06/12/2025,,,,,"0,21","51,7",,,"10,86",,,,,T251206
,,,Total albarán 11909894T,,,,,,,,"0,21",,,,"10,86",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909895T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,04/03/2026 20:10:37,,,,,,,,,,,,,,,,,Página: 14,,
,,,Total albarán 11909895T,,,,,,,,2,,,,"2,2",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909896T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909896T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   909913T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909913T,,,,,,,,1,,,,"1,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   909916T,06/12/2025,,,,,"0,075","19,8",,,"1,49",,,,,T251206
,,,Total albarán 11909916T,,,,,,,,"0,075",,,,"1,49",,,,,
MCG007C,,,UD. MEDALLON SANTO TOME 60 GR.,11,   909925T,06/12/2025,,,,,3,"2,75",,,"8,25",,,,,T251206
,,,Total albarán 11909925T,,,,,,,,3,,,,"8,25",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   909926T,06/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251206
,,,Total albarán 11909926T,,,,,,,,"0,25",,,,"10,45",,,,,
MCG006,,,UD. SOMBRILLA DE CHOCOLATE 35 GMS.,11,   909948T,06/12/2025,,,,,4,"2,2",,,"8,8",,,,,T251206
,,,Total albarán 11909948T,,,,,,,,4,,,,"8,8",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909958T,06/12/2025,,,,,"0,4","51,7",,,"20,68",,,,,T251206
,,,Total albarán 11909958T,,,,,,,,"0,4",,,,"20,68",,,,,
MFA004,,,KG. MARRON GLACE,11,   909974T,06/12/2025,,,,,"0,25","61,6",,,"15,4",,,,,T251206
,,,Total albarán 11909974T,,,,,,,,"0,25",,,,"15,4",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   909976T,06/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251206
,,,Total albarán 11909976T,,,,,,,,"0,25",,,,"10,45",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   909977T,06/12/2025,,,,,"0,145","51,7",,,"7,5",,,,,T251206
MBB003,,,KG. LENGUAS DE GATO,11,   909977T,06/12/2025,,,,,"0,035","34,1",,,"1,19",,,,,T251206
,,,Total albarán 11909977T,,,,,,,,"0,18",,,,"8,69",,,,,
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   909997T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909997T,,,,,,,,1,,,,"1,1",,,,,
MTU012,,,KG. PASTELES YEMA-CHOCOLATE,11,   909998T,06/12/2025,,,,,"0,26","38,5",,,"10,01",,,,,T251206
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   909998T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11909998T,,,,,,,,"1,26",,,,"11,11",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   910005T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11910005T,,,,,,,,1,,,,"1,1",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   910008T,06/12/2025,,,,,"0,16",55,,,"8,8",,,,,T251206
,04/03/2026 20:10:37,,,,,,,,,,,,,,,,,Página: 15,,
,,,Total albarán 11910008T,,,,,,,,"0,16",,,,"8,8",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   910017T,06/12/2025,,,,,1,"19,8",,,"19,8",,,,,T251206
,,,Total albarán 11910017T,,,,,,,,1,,,,"19,8",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   910021T,06/12/2025,,,,,"0,215","19,8",,,"4,26",,,,,T251206
,,,Total albarán 11910021T,,,,,,,,"0,215",,,,"4,26",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   910025T,06/12/2025,,,,,"0,235","34,1",,,"8,01",,,,,T251206
MTU016A,,,KG. MANTECADOS FELIPE II,11,   910025T,06/12/2025,,,,,"0,12",55,,,"6,6",,,,,T251206
MCN001,,,UD. CHUPA CHUPS,11,   910025T,06/12/2025,,,,,1,"0,3",,,"0,3",,,,,T251206
,,,Total albarán 11910025T,,,,,,,,"1,355",,,,"14,91",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   910027T,06/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251206
,,,Total albarán 11910027T,,,,,,,,"0,07",,,,"2,93",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   910032T,06/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251206
,,,Total albarán 11910032T,,,,,,,,1,,,,"1,75",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   910039T,06/12/2025,,,,,1,2,,,2,,,,,T251206
MVH012A,,,UD. BOTELLA COCA COLA ZERO,11,   910039T,06/12/2025,,,,,1,2,,,2,,,,,T251206
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   910039T,06/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251206
,,,Total albarán 11910039T,,,,,,,,3,,,,"5,75",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   910043T,06/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251206
,,,Total albarán 11910043T,,,,,,,,"0,5",,,,"9,9",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   910049T,06/12/2025,,,,,2,1,,,2,,,,,T251206
,,,Total albarán 11910049T,,,,,,,,2,,,,2,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   910050T,06/12/2025,,,,,"0,62","19,8",,,"12,28",,,,,T251206
,,,Total albarán 11910050T,,,,,,,,"0,62",,,,"12,28",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   910058T,06/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251206
,,,Total albarán 11910058T,,,,,,,,1,,,,"12,1",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   910064T,06/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251206
,,,Total albarán 11910064T,,,,,,,,1,,,,"1,75",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   910072T,06/12/2025,,,,,2,"0,33",,,"0,66",,,,,T251206
,,,Total albarán 11910072T,,,,,,,,2,,,,"0,66",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   910076T,06/12/2025,,,,,2,2,,,4,,,,,T251206
,04/03/2026 20:10:37,,,,,,,,,,,,,,,,,Página: 16,,
,,,Total albarán 11910076T,,,,,,,,2,,,,4,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   910077T,06/12/2025,,,,,"0,175","19,8",,,"3,47",,,,,T251206
,,,Total albarán 11910077T,,,,,,,,"0,175",,,,"3,47",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   910079T,06/12/2025,,,,,1,2,,,2,,,,,T251206
,,,Total albarán 11910079T,,,,,,,,1,,,,2,,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   910081T,06/12/2025,,,,,"0,3",55,,,"16,5",,,,,T251206
,,,Total albarán 11910081T,,,,,,,,"0,3",,,,"16,5",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   910088T,06/12/2025,,,,,"0,5","29,7",,,"14,85",,,,,T251206
MBB001,,,KG. BOMBONES SURTIDOS,11,   910088T,06/12/2025,,,,,"0,48","51,7",,,"24,82",,,,,T251206
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   910088T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11910088T,,,,,,,,"1,98",,,,"40,77",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   910094T,06/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251206
,,,Total albarán 11910094T,,,,,,,,1,,,,"1,1",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   910095T,06/12/2025,,,,,"0,23",55,,,"12,65",,,,,T251206
,,,Total albarán 11910095T,,,,,,,,"0,23",,,,"12,65",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   910102T,06/12/2025,,,,,1,1,,,1,,,,,T251206
,,,Total albarán 11910102T,,,,,,,,1,,,,1,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   910105T,06/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251206
,,,Total albarán 11910105T,,,,,,,,2,,,,"2,2",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   910106T,06/12/2025,,,,,"0,07","34,1",,,"2,39",,,,,T251206
,,,Total albarán 11910106T,,,,,,,,"0,07",,,,"2,39",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   910107T,06/12/2025,,,,,"0,14","34,1",,,"4,77",,,,,T251206
,,,Total albarán 11910107T,,,,,,,,"0,14",,,,"4,77",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   910113T,06/12/2025,,,,,1,2,,,2,,,,,T251206
,,,Total albarán 11910113T,,,,,,,,1,,,,2,,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   910117T,06/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251206
,,,Total albarán 11910117T,,,,,,,,"0,25",,,,"8,53",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   910123T,06/12/2025,,,,,"0,065","34,1",,,"2,22",,,,,T251206
MCG007A,,,UD. BOLSA MONEDAS CHOCOLATE 50 gm.,11,   910123T,06/12/2025,,,,,1,"1,65",,,"1,65",,,,,T251206
,,,Total albarán 11910123T,,,,,,,,"1,065",,,,"3,87",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   910138T,06/12/2025,,,,,2,11,,,22,,,,,T251206
,04/03/2026 20:10:37,,,,,,,,,,,,,,,,,Página: 17,,
MFA004,,,KG. MARRON GLACE,11,   910138T,06/12/2025,,,,,"0,065","61,6",,,4,,,,,T251206
,,,Total albarán 11910138T,,,,,,,,"2,065",,,,26,,,,,
